System,Architecture,Password,Antivirus,Browsers,3rd Party Applications,Number of Users,Firewall,Security Patch,Peer to Peer Network,Total Security Rating
1.0,1.0,0.0,1.0,0.8,1.0,0.05,0.0,0.0,0.0,0.45541
0.9,0.8,1.0,1.0,0.3,0.05,1.0,1.0,0.0,1.0,0.70311
0.9,0.0,0.2,1.0,0.6,0.6,0.4,0.2,1.0,0.0,0.48355
0.9,0.8,0.2,1.0,0.3,0.05,0.0,1.0,0.0,0.4,0.47657
0.9,1.0,0.2,0.0,0.3,1.0,0.6,0.0,0.1,1.0,0.47338
0.9,0.8,0.0,0.3,0.8,0.4,0.3,1.0,0.0,0.4,0.46331000000000006
0.9,0.8,0.0,1.0,0.6,0.2,0.8,0.2,1.0,1.0,0.56335
0.9,0.0,0.2,1.0,0.0,1.0,1.0,0.2,0.1,0.4,0.46699999999999997
0.9,0.8,0.2,1.0,1.0,0.2,0.6,0.0,1.0,0.0,0.49015000000000003
1.0,1.0,0.2,0.0,0.3,0.2,0.4,1.0,0.1,0.4,0.44306999999999996
1.0,0.0,0.2,0.3,0.8,0.6,0.4,0.2,0.0,0.4,0.37682
1.0,0.0,0.2,1.0,0.6,0.0,0.8,0.2,0.0,1.0,0.42674
0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.4,0.29011
1.0,1.0,0.0,0.3,0.6,0.0,0.2,0.2,0.1,0.0,0.27995000000000003
0.9,0.0,0.0,0.0,1.0,0.0,0.3,1.0,0.0,0.0,0.29993
1.0,0.0,1.0,0.3,0.8,1.0,0.6,1.0,1.0,1.0,0.8365400000000001
1.0,0.8,1.0,0.0,0.3,1.0,0.8,0.2,1.0,1.0,0.7264799999999999
0.9,0.8,1.0,1.0,0.3,0.4,0.4,1.0,0.1,0.0,0.63992
0.9,0.8,1.0,1.0,0.0,0.4,0.6,1.0,0.0,1.0,0.7164699999999999
1.0,1.0,0.0,1.0,0.0,0.2,0.2,0.2,0.1,0.4,0.3766900000000001
0.9,1.0,0.2,0.0,0.0,0.2,0.6,0.2,0.0,0.4,0.30317000000000005
0.9,0.8,0.0,0.0,0.8,0.6,0.4,0.2,0.0,1.0,0.41669
0.9,1.0,0.0,1.0,1.0,0.05,0.6,0.2,1.0,0.4,0.5167300000000001
0.9,1.0,1.0,0.0,0.0,0.2,0.3,0.0,1.0,1.0,0.55955
0.9,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.0,1.0,0.29653
0.9,0.0,1.0,1.0,0.6,0.4,0.6,0.2,0.1,1.0,0.6067000000000001
0.9,0.8,1.0,1.0,0.6,0.6,0.8,0.0,0.1,0.0,0.56684
0.9,0.8,0.2,1.0,0.8,0.2,0.8,0.2,0.1,0.4,0.46016
0.9,1.0,0.2,0.3,0.3,0.0,0.3,0.2,0.0,0.4,0.31653000000000003
0.9,1.0,1.0,1.0,0.6,0.2,0.4,1.0,0.1,0.0,0.64656
0.9,1.0,0.0,0.3,0.8,0.4,0.6,0.0,1.0,0.4,0.45335000000000003
1.0,0.8,1.0,0.0,0.8,0.0,1.0,0.0,0.1,1.0,0.5164099999999999
1.0,0.8,1.0,1.0,1.0,0.4,0.8,0.2,0.0,1.0,0.69338
0.9,0.0,1.0,1.0,0.8,0.6,0.05,0.2,1.0,0.4,0.65838
1.0,0.8,0.0,0.0,0.6,0.0,0.8,0.0,1.0,0.0,0.31988000000000005
1.0,0.0,0.0,1.0,0.8,0.05,1.0,1.0,1.0,1.0,0.6266200000000001
1.0,0.0,1.0,0.0,0.8,0.6,0.0,0.0,0.0,0.4,0.43996
0.9,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.1,1.0,0.52634
0.9,0.8,1.0,1.0,0.8,0.6,0.6,1.0,0.0,0.4,0.7366900000000001
0.9,0.0,0.0,1.0,0.8,0.2,0.4,0.2,0.0,0.4,0.35023000000000004
0.9,0.0,0.2,1.0,0.6,0.2,0.0,0.2,0.0,0.4,0.35680999999999996
1.0,1.0,0.2,0.3,0.8,0.0,0.4,1.0,0.1,1.0,0.53975
0.9,0.0,0.2,0.0,0.8,0.6,0.2,0.2,0.1,1.0,0.40002000000000004
0.9,0.0,0.2,1.0,0.8,0.6,0.8,0.0,0.0,0.0,0.38373
0.9,0.8,0.2,0.3,0.3,0.0,1.0,0.2,0.1,0.0,0.29662
0.9,0.0,1.0,1.0,0.6,0.05,0.05,0.0,0.1,1.0,0.51493
0.9,0.0,1.0,0.3,1.0,0.2,0.8,0.0,0.1,1.0,0.5166000000000001
0.9,0.0,0.0,0.3,0.3,0.6,0.4,1.0,1.0,0.4,0.50659
1.0,0.8,0.0,0.3,0.0,1.0,0.2,0.0,0.1,1.0,0.43340999999999996
1.0,0.0,1.0,1.0,0.8,0.6,0.8,0.2,1.0,1.0,0.75336
1.0,1.0,0.2,0.0,0.8,0.05,0.3,0.2,1.0,1.0,0.49638
0.9,0.0,0.2,0.0,0.0,0.0,0.2,1.0,1.0,0.0,0.36299000000000003
0.9,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.1,0.4,0.25992000000000004
0.9,0.0,0.2,0.0,0.3,0.4,0.2,1.0,0.0,1.0,0.43647
0.9,0.0,0.2,0.0,0.8,1.0,0.4,0.0,0.0,1.0,0.42351
0.9,0.0,0.2,1.0,0.8,0.2,0.05,1.0,0.0,0.4,0.4784
1.0,1.0,1.0,0.3,0.8,1.0,1.0,1.0,0.1,0.0,0.72669
1.0,0.0,1.0,1.0,0.0,0.05,0.8,1.0,1.0,0.0,0.6331
0.9,0.8,1.0,1.0,1.0,0.4,0.8,0.2,0.0,1.0,0.6833899999999999
0.9,1.0,0.2,1.0,0.3,0.05,0.4,0.0,1.0,0.0,0.42999
0.9,1.0,0.2,1.0,0.8,0.6,0.8,0.0,0.0,1.0,0.55023
0.9,0.0,0.0,0.0,0.6,0.05,0.05,0.0,0.1,0.4,0.18829
1.0,0.8,1.0,1.0,0.8,1.0,0.05,0.0,1.0,0.4,0.7484500000000001
1.0,0.0,1.0,0.0,0.0,0.05,0.05,0.2,0.1,0.4,0.35134
1.0,1.0,0.2,1.0,0.8,0.6,0.0,0.0,1.0,1.0,0.6334
0.9,1.0,1.0,0.0,0.3,0.6,0.05,1.0,1.0,0.0,0.65798
0.9,0.8,0.0,0.0,0.8,0.4,0.6,0.2,0.0,1.0,0.39665000000000006
0.9,0.8,0.0,1.0,0.3,0.05,0.0,0.2,0.0,0.4,0.33671
1.0,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.1,1.0,0.42962999999999996
0.9,1.0,1.0,0.0,0.0,0.0,0.3,0.2,0.1,1.0,0.4695600000000001
1.0,1.0,0.0,0.0,0.6,0.2,0.0,0.2,1.0,1.0,0.45974000000000004
1.0,0.0,0.0,0.3,0.6,0.0,0.05,1.0,0.1,0.4,0.35486
1.0,0.0,0.0,0.3,0.8,0.2,0.6,0.0,0.1,0.4,0.28010999999999997
0.9,0.8,1.0,1.0,0.8,0.6,0.3,0.2,0.1,0.4,0.6301
1.0,0.0,0.2,0.0,0.6,0.2,0.3,1.0,0.0,0.4,0.38318
0.9,1.0,1.0,0.0,0.6,1.0,0.3,0.2,1.0,0.4,0.67321
1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.0,0.0,0.0,0.5534399999999999
0.9,0.0,0.0,0.3,0.3,0.4,0.2,0.2,0.1,1.0,0.33666000000000007
0.9,0.8,0.2,0.0,1.0,0.0,0.2,0.0,0.1,0.0,0.25996
1.0,0.0,1.0,0.3,0.0,0.4,0.05,1.0,0.1,0.4,0.5347200000000001
0.9,0.8,0.0,1.0,0.0,0.0,0.6,1.0,0.0,1.0,0.49653
0.9,1.0,0.2,0.3,0.0,0.0,0.6,1.0,0.1,0.0,0.38310000000000005
0.9,0.8,0.0,1.0,0.8,1.0,0.6,1.0,0.1,0.0,0.5936600000000001
0.9,0.8,0.2,0.0,0.8,0.6,0.4,0.2,0.0,0.4,0.39005000000000006
1.0,0.0,0.2,1.0,0.0,1.0,0.05,1.0,1.0,0.0,0.6017699999999999
0.9,0.8,0.0,1.0,1.0,0.05,0.8,1.0,1.0,0.4,0.61665
0.9,0.0,0.0,1.0,0.8,0.2,0.2,1.0,1.0,0.4,0.55001
0.9,0.0,0.2,0.3,0.8,1.0,1.0,1.0,0.0,0.0,0.50691
0.9,1.0,0.2,0.0,0.3,0.6,0.8,1.0,0.1,0.4,0.49988
0.9,0.8,0.2,1.0,0.6,0.4,1.0,0.0,0.0,0.4,0.4435700000000001
0.9,0.0,1.0,1.0,0.0,0.4,0.6,0.2,0.0,0.4,0.4966900000000001
1.0,1.0,1.0,0.3,1.0,0.0,0.4,0.2,0.1,0.4,0.51981
0.9,0.8,0.2,0.0,0.0,0.4,0.8,0.0,1.0,0.0,0.35655000000000003
0.9,0.0,0.0,1.0,0.8,0.4,0.2,1.0,0.0,0.0,0.43687000000000004
0.9,0.0,0.0,1.0,0.8,0.4,0.2,0.0,0.0,0.0,0.30367000000000005
1.0,1.0,0.0,1.0,1.0,0.6,0.4,0.2,1.0,0.0,0.55356
1.0,0.8,0.0,1.0,0.6,0.0,1.0,0.0,0.0,0.0,0.32686000000000004
0.9,1.0,1.0,0.0,1.0,0.6,0.0,1.0,0.1,1.0,0.7130599999999999
0.9,0.8,0.2,0.0,0.0,1.0,0.6,1.0,1.0,0.4,0.60319
0.9,1.0,1.0,0.3,0.6,0.4,0.8,0.2,1.0,0.4,0.63981
0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.4,0.67356
0.9,0.0,0.0,0.3,0.3,0.6,1.0,0.2,0.1,1.0,0.3901
1.0,1.0,0.0,0.3,0.3,0.05,0.6,1.0,1.0,0.4,0.5163800000000001
0.9,0.0,0.2,0.3,0.8,1.0,0.2,1.0,1.0,0.0,0.58009
0.9,0.8,1.0,1.0,0.0,0.2,0.0,1.0,1.0,0.4,0.70967
1.0,0.0,0.0,0.3,0.8,1.0,0.05,0.0,1.0,1.0,0.51847
1.0,0.0,0.0,0.0,0.8,0.4,0.4,0.0,0.0,1.0,0.32004000000000005
1.0,1.0,1.0,0.3,0.0,0.6,0.0,0.2,0.0,0.0,0.46986
0.9,0.0,0.2,1.0,1.0,0.05,0.05,0.2,1.0,0.0,0.4250999999999999
1.0,0.8,0.0,1.0,1.0,0.0,0.4,1.0,1.0,0.4,0.6066
1.0,1.0,0.0,0.3,1.0,0.6,1.0,0.2,0.1,0.4,0.45350999999999997
0.9,1.0,0.0,1.0,0.6,0.0,0.3,0.2,1.0,0.4,0.47331
0.9,1.0,0.0,1.0,0.3,0.0,0.4,1.0,1.0,1.0,0.62311
1.0,0.0,0.2,1.0,0.0,1.0,0.6,1.0,0.0,0.4,0.5602
0.9,0.8,0.2,0.3,0.6,0.05,0.4,1.0,0.0,0.0,0.39987000000000006
0.9,0.0,0.2,1.0,0.8,0.0,0.05,1.0,0.1,1.0,0.5216099999999999
1.0,0.8,0.2,0.3,0.8,0.0,0.2,0.2,0.0,0.0,0.3033
0.9,0.8,1.0,1.0,0.8,0.0,1.0,0.2,1.0,1.0,0.72317
0.9,0.0,0.0,1.0,0.8,0.6,0.05,0.0,0.0,0.4,0.36534
0.9,1.0,1.0,0.0,0.8,0.05,0.2,1.0,0.0,0.4,0.5629700000000001
0.9,1.0,0.0,1.0,0.0,0.05,0.2,0.2,1.0,0.0,0.39661
0.9,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.42321
1.0,0.0,0.2,1.0,0.8,0.4,0.3,1.0,1.0,0.0,0.5833999999999999
1.0,0.0,0.2,1.0,0.8,0.05,0.6,0.0,0.0,0.4,0.35352
0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.42340999999999995
0.9,1.0,1.0,0.3,0.6,0.6,0.0,0.0,0.1,1.0,0.5832
1.0,0.8,0.2,1.0,0.3,0.2,0.4,0.0,0.0,1.0,0.4467
1.0,0.8,0.2,0.3,0.3,0.2,0.4,0.2,0.1,0.0,0.31329
1.0,0.0,0.0,1.0,0.6,0.6,0.2,0.0,0.0,1.0,0.42691999999999997
0.9,0.0,1.0,0.0,0.3,0.05,0.2,0.0,1.0,0.4,0.42967000000000005
1.0,0.0,0.0,1.0,0.8,0.0,0.0,0.2,1.0,1.0,0.47997999999999996
0.9,0.8,1.0,0.0,0.8,0.0,0.8,0.2,0.0,0.4,0.4564500000000001
0.9,1.0,1.0,0.3,0.3,0.05,0.8,0.2,1.0,0.4,0.57301
0.9,0.0,0.2,0.3,0.8,0.4,0.2,1.0,1.0,0.4,0.53989
0.9,0.0,1.0,1.0,0.3,0.4,0.3,0.2,1.0,1.0,0.66655
0.9,1.0,1.0,1.0,0.0,1.0,0.05,0.0,0.1,0.0,0.5684699999999999
0.9,0.0,1.0,0.0,0.0,0.6,0.3,0.0,1.0,0.0,0.44649
0.9,0.8,0.0,1.0,0.8,0.2,0.0,0.0,0.1,1.0,0.43344000000000005
0.9,0.8,0.2,1.0,0.6,1.0,0.4,1.0,1.0,1.0,0.79673
0.9,0.8,1.0,1.0,0.8,0.2,0.8,0.0,0.1,0.0,0.52676
1.0,1.0,0.0,0.3,0.8,0.6,0.2,1.0,0.1,0.4,0.5199900000000001
0.9,0.8,0.0,0.0,0.3,0.2,0.05,1.0,0.1,1.0,0.43471000000000004
1.0,0.0,1.0,0.0,0.8,0.4,0.0,1.0,0.0,0.0,0.50648
0.9,1.0,0.0,0.0,0.6,0.05,0.6,0.2,1.0,0.0,0.34985000000000005
0.9,1.0,1.0,1.0,0.0,0.4,0.6,0.2,0.1,0.0,0.53332
0.9,1.0,0.0,1.0,1.0,0.6,0.3,0.2,1.0,0.4,0.5801900000000001
0.9,0.0,0.2,0.3,1.0,0.6,0.05,1.0,0.0,0.4,0.47506000000000004
0.9,1.0,1.0,1.0,0.0,0.6,0.8,0.0,1.0,0.4,0.66995
0.9,0.8,0.0,0.3,0.8,0.4,1.0,0.2,0.1,1.0,0.45006
0.9,1.0,1.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.52971
0.9,1.0,0.2,1.0,0.6,0.05,0.2,1.0,0.0,1.0,0.57655
1.0,0.0,0.2,1.0,0.0,0.0,0.6,0.0,0.1,0.0,0.26342999999999994
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.46699999999999997
0.9,0.8,1.0,1.0,0.6,0.4,0.3,0.2,1.0,0.0,0.6399700000000001
0.9,1.0,1.0,0.0,0.8,0.0,0.2,1.0,0.0,0.0,0.5163300000000001
0.9,0.0,1.0,0.0,0.8,1.0,0.3,0.2,0.1,0.0,0.4901000000000001
1.0,1.0,0.0,1.0,1.0,0.0,0.8,0.0,1.0,0.0,0.46012000000000003
1.0,0.0,0.2,1.0,1.0,1.0,0.2,0.0,1.0,0.4,0.58034
0.9,1.0,0.2,1.0,0.3,0.4,1.0,0.2,0.1,0.0,0.43352
0.9,0.8,1.0,1.0,0.0,0.0,0.3,0.2,0.1,1.0,0.55644
0.9,0.0,1.0,1.0,0.6,0.6,0.6,1.0,0.0,0.0,0.6300899999999999
1.0,0.8,0.2,0.3,0.3,1.0,0.8,0.0,1.0,0.0,0.4968000000000001
0.9,0.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.64309
1.0,0.8,0.2,1.0,0.0,0.2,0.4,0.0,0.0,1.0,0.42666000000000004
0.9,1.0,0.0,1.0,0.3,0.6,0.8,0.2,0.1,0.4,0.46021999999999996
0.9,0.0,1.0,0.3,0.8,0.2,0.4,1.0,0.1,0.4,0.56314
1.0,0.0,0.0,1.0,0.8,0.0,0.2,0.0,1.0,1.0,0.46002
0.9,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.24355
0.9,0.8,0.0,1.0,1.0,0.2,0.3,1.0,0.0,0.0,0.48013000000000006
0.9,1.0,1.0,1.0,0.3,0.4,0.2,0.0,0.1,0.4,0.55332
0.9,1.0,0.2,1.0,0.8,1.0,0.4,1.0,1.0,0.0,0.7235100000000001
1.0,0.0,1.0,0.3,0.8,0.2,0.6,0.0,1.0,0.4,0.53652
0.9,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1,1.0,0.567
0.9,0.8,1.0,1.0,1.0,0.0,0.8,1.0,0.1,0.4,0.6865600000000001
0.9,0.0,0.2,1.0,1.0,0.0,0.4,0.2,0.0,1.0,0.43011
0.9,1.0,0.0,0.3,0.8,0.6,0.05,0.0,1.0,0.0,0.42173999999999995
0.9,1.0,0.2,1.0,1.0,1.0,0.0,0.2,0.1,0.0,0.52704
0.9,0.0,0.0,0.0,0.0,0.4,0.8,0.2,0.1,0.0,0.20670000000000002
0.9,1.0,1.0,1.0,1.0,0.4,0.8,1.0,1.0,0.0,0.80327
0.9,0.8,1.0,1.0,1.0,0.6,0.2,0.0,1.0,0.4,0.70339
0.9,0.0,0.2,1.0,0.3,1.0,0.0,0.2,1.0,0.4,0.54355
0.9,0.0,0.2,0.0,0.3,0.6,0.0,1.0,0.1,1.0,0.4664999999999999
0.9,0.0,0.2,1.0,0.6,0.2,1.0,0.2,0.0,0.4,0.39021
0.9,0.8,0.0,0.3,0.6,0.0,0.0,0.0,0.0,1.0,0.31323
1.0,1.0,1.0,0.3,1.0,0.4,0.3,0.0,0.1,1.0,0.60321
0.9,1.0,1.0,1.0,0.8,1.0,0.4,0.0,0.0,1.0,0.72351
0.9,0.0,0.2,0.3,0.8,1.0,0.2,1.0,0.0,1.0,0.58009
0.9,1.0,0.0,1.0,0.8,0.6,0.3,0.0,0.0,0.0,0.40032999999999996
0.9,0.0,1.0,1.0,0.8,0.4,0.3,0.0,1.0,0.4,0.6133700000000001
1.0,0.8,0.2,0.3,0.0,0.05,0.0,0.0,1.0,1.0,0.42302
0.9,0.0,1.0,1.0,1.0,0.6,0.4,0.2,0.0,1.0,0.64347
0.9,0.8,1.0,1.0,0.3,0.2,0.3,0.2,0.1,0.0,0.5033000000000001
1.0,1.0,1.0,1.0,0.3,0.4,0.3,1.0,1.0,0.4,0.78976
0.9,0.0,0.2,0.3,0.3,0.4,0.2,0.2,0.1,1.0,0.36996
0.9,0.0,0.0,0.0,0.8,0.05,0.8,0.2,0.0,0.0,0.20339000000000004
1.0,0.0,0.2,1.0,0.6,1.0,0.05,0.0,1.0,0.0,0.50865
1.0,1.0,1.0,0.3,0.8,0.6,0.3,0.2,0.0,1.0,0.63322
0.9,1.0,0.2,0.3,0.3,0.2,1.0,0.0,0.0,0.4,0.33999
1.0,1.0,0.0,1.0,0.8,0.4,0.3,1.0,0.1,1.0,0.62669
1.0,0.0,1.0,1.0,0.8,0.2,0.3,0.0,1.0,1.0,0.65658
1.0,0.8,0.2,0.0,0.8,0.2,0.3,0.0,1.0,1.0,0.47646000000000005
0.9,0.0,1.0,0.3,0.0,0.4,0.6,0.0,1.0,0.0,0.45985
1.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,1.0,0.4,0.5415300000000001
1.0,0.8,0.0,1.0,0.6,0.4,0.6,0.2,0.1,1.0,0.5034700000000001
1.0,1.0,0.2,0.3,0.8,0.6,0.8,0.2,0.0,1.0,0.5167200000000001
0.9,0.0,0.0,1.0,0.8,0.6,0.05,0.2,0.1,1.0,0.46191000000000004
0.9,0.8,0.0,1.0,0.8,1.0,0.2,0.0,0.1,0.0,0.4471
1.0,0.8,1.0,0.0,0.6,0.0,0.0,1.0,0.1,1.0,0.6028499999999999
1.0,0.8,0.0,1.0,0.8,0.0,0.0,0.2,0.0,1.0,0.4333600000000001
1.0,0.0,0.2,0.3,1.0,0.0,0.3,1.0,1.0,0.0,0.47318
0.9,0.8,1.0,1.0,0.6,0.0,0.2,1.0,0.0,0.4,0.6298100000000001
0.9,0.8,0.0,0.3,0.8,0.05,0.4,0.2,0.1,0.4,0.32332
0.9,1.0,0.2,1.0,0.8,1.0,0.0,1.0,0.0,0.0,0.61025
1.0,0.8,0.0,0.3,0.6,0.0,0.05,1.0,0.0,0.0,0.35819
0.9,0.8,1.0,1.0,0.6,0.2,0.2,1.0,0.0,1.0,0.7164699999999999
0.9,0.8,0.0,0.3,0.8,0.4,0.05,1.0,1.0,1.0,0.6148
0.9,1.0,0.2,0.3,0.8,0.05,0.6,0.0,0.1,1.0,0.40991999999999995
0.9,0.8,1.0,1.0,0.0,0.6,1.0,0.0,0.1,1.0,0.6333400000000001
1.0,0.8,1.0,1.0,0.6,0.6,0.2,0.2,0.1,1.0,0.68333
1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.4,0.8001799999999999
0.9,0.0,0.0,1.0,0.8,0.0,0.8,1.0,0.0,0.4,0.44343000000000005
0.9,0.0,1.0,1.0,0.6,0.0,0.8,0.0,0.0,1.0,0.5233099999999999
0.9,0.0,0.2,0.0,0.8,0.0,0.6,0.0,0.0,1.0,0.29659
0.9,1.0,0.0,1.0,0.0,0.2,0.05,1.0,1.0,0.4,0.55816
0.9,0.0,1.0,0.3,0.8,1.0,0.3,0.0,0.0,1.0,0.58343
